ts,flow_duration,Header_Length,Source IP,Destination IP,Source Port,Destination Port,Protocol Type,Protocol_name,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,urg_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,max_duration,min_duration,sum_duration,average_duration,std_duration,CoAP,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,MAC,Magnitue,Radius,Covariance,Variance,Weight,DS status,Fragments,Sequence number,Protocol Version,flow_idle_time,flow_active_time,label,subLabel,subLabelCat
1701469530.723237,314.8360130786896,31240,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4097371159625184,0.4097371159625184,0.0,0,0,0,0,1,0,0,0,0,4,0,60,127,1701469530.723237,1701469215.887224,219489546135.3189,1701469349.8861933,100.99394318949852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,718,66,84,71.8,7.440430095095309,66,0.0003409385681152,10,808448,11.983321743156194,10.522357150372724,55.36,1.0,100,0,0,0,0,0.0003409385681152,314.8360130786896,1,collection,create staging directory
1701469530.725349,314.83812499046326,31306,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4129106028818391,0.4129106028818391,0.0,0,0,0,0,1,0,0,0,0,4,0,60,128,1701469530.725349,1701469215.887224,221191015666.04428,1701469351.2772636,101.83782041467964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,784,66,84,71.27272727272727,7.287485026847666,66,0.0021119117736816,11,808448,11.939240115914185,10.306060160558827,53.10743801652893,1.0,121,0,0,0,0,0.0021119117736816,314.83812499046326,1,collection,create staging directory
1701469537.560674,321.67344999313354,32251,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4072452979964505,0.4072452979964505,0.0,0,0,0,1,1,0,0,0,0,4,0,61,129,1701469537.560674,1701469215.887224,222892485203.6049,1701469352.6992743,102.7358217667232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1989,66,945,124.3125,211.98311216639405,945,0.321523904800415,16,808448,15.767847031221478,299.7893922197715,44936.83984375,1.0,256,0,0,0,0,6.835325002670288,321.67344999313354,1,collection,find files
1701469537.564192,321.6769680976868,33196,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4103495527846255,0.4103495527846255,0.0,0,0,0,1,1,0,0,0,0,4,0,62,130,1701469537.564192,1701469215.887224,224593954741.1692,1701469354.099766,103.59358105616676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2934,66,945,172.58823529411765,282.10324743705604,945,0.0035181045532226,17,808448,18.57892544223792,398.95423851497776,79582.24221453287,1.0,289,0,0,0,0,0.0035181045532226,321.6769680976868,1,collection,find files
1701469537.565857,321.67863297462463,33415,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4134561216271135,0.4134561216271135,0.0,0,0,0,1,1,0,0,0,0,4,0,63,131,1701469537.565857,1701469215.887224,226295424278.735,1701469355.4792104,104.41321503472967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3153,66,945,175.16666666666666,274.36112657914526,219,0.0016648769378662,18,808448,18.717193521821944,388.0052261961887,75274.02777777778,1.0,324,0,0,0,0,0.0016648769378662,321.67863297462463,1,collection,find files
1701469537.566232,321.6790080070496,34065,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.416564328615013,0.416564328615013,0.0,0,0,0,1,1,0,0,0,0,4,0,64,132,1701469537.566232,1701469215.887224,227996893816.3012,1701469356.8380687,105.19669363082372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3803,66,945,200.1578947368421,287.3227166276706,650,0.0003750324249267,19,808448,20.007893179285126,406.3356826327334,82554.34349030472,1.0,361,0,0,0,0,0.0003750324249267,321.6790080070496,1,collection,find files
1701469537.568213,321.6809890270233,34284,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4196704331466075,0.4196704331466075,0.0,0,0,0,1,1,0,0,0,0,4,0,65,133,1701469537.568213,1701469215.887224,229698363353.86945,1701469358.1768105,105.94588335842865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4022,66,945,201.1,280.07764994729587,219,1701469537.568213,0,808448,20.007893179285126,406.3356826327334,82554.34349030472,1.0,361,0,0,0,0,0.0019810199737548,321.6809890270233,1,collection,find files
1701469537.5716,321.68437600135803,34934,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4227746516337674,0.4227746516337674,0.0,0,0,0,1,1,0,0,0,0,4,0,66,134,1701469537.5716,1701469215.887224,231399832891.441,1701469359.4958897,106.66251862546471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,650,650,650,650.0,0.0,650,0.0033869743347167,1,808448,36.05551275463989,0.0,0.0,0.0,1,0,0,0,0,0.0033869743347167,321.68437600135803,1,collection,find files
1701469537.572179,321.68495512008667,35000,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4258825220746092,0.4258825220746092,0.0,0,0,0,0,1,0,0,0,0,4,0,66,135,1701469537.572179,1701469215.887224,233101302429.0132,1701469360.7957168,107.34816566652826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,716,66,650,358.0,292.0,66,0.0005791187286376,2,808448,26.758176320519304,412.9503602129437,85264.0,1.0,4,0,0,0,0,0.0005791187286376,321.68495512008667,1,collection,find files
1701469537.574291,321.68706703186035,35066,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4289883372474289,0.4289883372474289,0.0,0,0,0,0,1,0,0,0,0,4,0,66,136,1701469537.574291,1701469215.887224,234802771966.58743,1701469362.0767207,108.00433895890924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,782,66,650,260.6666666666667,275.30024014196255,66,0.0021119117736816,3,808448,22.832725052724943,389.33333333333337,75790.22222222223,1.0,9,0,0,0,0,0.0021119117736816,321.68706703186035,1,collection,find files
1701469537.668607,321.78138303756714,35727,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4319702982436746,0.4319702982436746,0.0,0,0,0,1,1,0,0,0,0,4,0,67,137,1701469537.668607,1701469215.887224,236504241504.25607,1701469363.3399718,108.63350146799398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1443,66,661,360.75,294.775656220116,661,0.0943160057067871,4,808448,26.860752037126584,416.875730883917,86892.6875,1.0,16,0,0,0,0,0.0943160057067871,321.78138303756714,1,collection,find files
1701469537.671671,321.7844469547272,36388,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.435073855572942,0.435073855572942,0.0,0,0,0,1,1,0,0,0,0,4,0,68,138,1701469537.671671,1701469215.887224,238205711041.92773,1701469364.5851982,109.23586835627894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2104,66,661,420.8,289.72083114612246,661,0.0030639171600341,5,808448,29.01034298315,409.72712870885175,83938.15999999999,1.0,25,0,0,0,0,0.0030639171600341,321.7844469547272,1,collection,find files
1701469537.714967,321.8277430534363,36454,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4381225765753462,0.4381225765753462,0.0,0,0,0,0,1,0,0,0,0,4,0,68,139,1701469537.714967,1701469215.887224,239907180579.6427,1701469365.8130689,109.8131174204438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2170,66,661,361.6666666666667,295.6894016061824,66,0.0432960987091064,6,808448,26.89485700525908,418.167962001448,87432.22222222223,1.0,36,0,0,0,0,0.0432960987091064,321.8277430534363,1,collection,find files
1701469537.717079,321.82985496521,36520,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4412269334532382,0.4412269334532382,0.0,0,0,0,0,1,0,0,0,0,4,0,68,140,1701469537.717079,1701469215.887224,241608650117.35977,1701469367.0236604,110.36593134694787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2236,66,661,319.42857142857144,292.6537969990466,66,0.0021119117736816,7,808448,25.2756234909674,413.8749687960343,85646.24489795917,1.0,49,0,0,0,0,0.0021119117736816,321.82985496521,1,collection,find files
1701469537.74954,321.8623161315918,36738,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4442893524122133,0.4442893524122133,0.0,0,0,0,1,1,0,0,0,0,4,0,69,141,1701469537.74954,1701469215.887224,243310119655.1093,1701469368.2175477,110.8957239795116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2910,66,661,207.8571428571429,237.76424612353696,218,0.0098190307617187,14,808448,20.38907270363921,336.24942151532053,56531.836734693854,1.0,196,0,0,0,0,0.0324611663818359,321.8623161315918,1,collection,find files
1701469537.749914,321.8626899719238,36900,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4473957513142053,0.4473957513142053,0.0,0,0,0,1,1,0,0,0,0,4,0,70,142,1701469537.749914,1701469215.887224,245011589192.8592,1701469369.3948555,111.40316671114395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3072,66,661,204.8,229.98672425453893,162,0.0003738403320312,15,808448,20.23857702507763,325.2503446065302,52893.89333333332,1.0,225,0,0,0,0,0.0003738403320312,321.8626899719238,1,collection,find files
1701469537.751895,321.8646709918976,37118,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4504998934898641,0.4504998934898641,0.0,0,0,0,1,1,0,0,0,0,4,0,71,143,1701469537.751895,1701469215.887224,246713058730.6111,1701469370.5559387,111.88924498373976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3290,66,661,205.625,222.70661053278144,218,0.0019810199737548,16,808448,20.27929979067325,314.9547090456023,49598.234375,1.0,256,0,0,0,0,0.0019810199737548,321.8646709918976,1,collection,find files
1701469537.75462,321.8673961162567,37280,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4536029487971674,0.4536029487971674,0.0,0,0,0,1,1,0,0,0,0,4,0,72,144,1701469537.75462,1701469215.887224,248414528268.3657,1701469371.7011352,112.3548798969811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3452,66,661,203.05882352941177,216.3008445737598,162,0.0027251243591308,17,808448,20.15236083090077,305.895587948966,46786.05536332181,1.0,289,0,0,0,0,0.0027251243591308,321.8673961162567,1,collection,find files
1701469537.755032,321.8678081035614,37346,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.456709233725861,0.456709233725861,0.0,0,0,0,0,1,0,0,0,0,4,0,72,145,1701469537.755032,1701469215.887224,250115997806.1208,1701469372.8307536,112.80091119917624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3518,66,661,195.44444444444449,212.53815924629268,66,0.0004119873046875,18,808448,19.770910168449223,300.5743473279198,45172.46913580248,1.0,324,0,0,0,0,0.0004119873046875,321.8678081035614,1,collection,find files
1701469537.757144,321.8699200153351,37412,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4598130822319424,0.4598130822319424,0.0,0,0,0,0,1,0,0,0,0,4,0,72,146,1701469537.757144,1701469215.887224,251817467343.8779,1701469373.945121,113.2281726465008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3584,66,661,188.6315789473684,208.8790157323047,66,0.0021119117736816,19,808448,19.42326331734029,295.3995369437684,43630.4432132964,1.0,361,0,0,0,0,0.0021119117736816,321.8699200153351,1,collection,find files
1701469567.840696,351.9534721374512,37478,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4233514137397396,0.4233514137397396,0.0,0,0,0,0,1,0,0,0,0,4,0,72,147,1701469567.840696,1701469215.887224,253518936911.7186,1701469375.2464335,113.95262170847232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1308,66,82,68.84210526315789,5.621979028726983,66,0.4796152114868164,19,808448,11.733891533771557,7.950678989802819,31.60664819944599,1.0,361,0,0,0,0,30.08355212211609,351.9534721374512,1,collection,find files
1701469567.842808,351.95558404922485,37544,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4261901410236493,0.4261901410236493,0.0,0,0,0,0,1,0,0,0,0,4,0,72,148,1701469567.842808,1701469215.887224,255220406479.5614,1701469376.530409,114.64847355799468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1374,66,82,68.7,5.514526271584894,66,1701469567.842808,0,808448,11.733891533771557,7.950678989802819,31.60664819944599,1.0,361,0,0,0,0,0.0021119117736816,351.95558404922485,1,collection,find files
1701469567.843412,351.9561879634857,37610,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4290306724644538,0.4290306724644538,0.0,0,0,0,0,1,0,0,0,0,4,0,72,149,1701469567.843412,1701469215.887224,256921876047.4048,1701469377.7973828,115.31698753343927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,66,66,66,66.0,0.0,66,0.0006039142608642,1,808448,11.489125293076055,0.0,0.0,0.0,1,0,0,0,0,0.0006039142608642,351.9561879634857,1,collection,find files
1701469567.845524,351.958300113678,37676,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4318693434730932,0.4318693434730932,0.0,0,0,0,0,1,0,0,0,0,4,0,72,150,1701469567.845524,1701469215.887224,258623345615.2504,1701469379.0476997,115.95937994415256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,132,66,66,66.0,0.0,66,0.0021121501922607,2,808448,11.489125293076055,0.0,0.0,0.0,4,0,0,0,0,0.0021121501922607,351.958300113678,1,collection,find files
1701469599.58429,383.6970660686493,37742,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.3987520716997767,0.3987520716997767,0.0,0,0,0,0,1,0,0,0,0,4,0,72,151,1701469599.58429,1701469215.887224,260324815214.83463,1701469380.4891152,116.93801295842684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,648,66,82,72.0,6.912147117775907,66,0.0943830013275146,9,808448,12.0,9.775252199076789,47.77777777777778,1.0,81,0,0,0,0,31.73876595497132,383.6970660686493,1,collection,find files
1701469599.586402,383.699177980423,37808,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4013560852816248,0.4013560852816248,0.0,0,0,0,0,1,0,0,0,0,4,0,72,152,1701469599.586402,1701469215.887224,262026284814.42105,1701469381.9118247,117.87871372154446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,714,66,82,71.4,6.800000000000001,66,0.0021119117736816,10,808448,11.949895397031725,9.616652224137049,46.240000000000016,1.0,100,0,0,0,0,0.0021119117736816,383.699177980423,1,collection,find files
1701469599.586721,383.6994969844818,37874,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.403961957777257,0.403961957777257,0.0,0,0,0,0,1,0,0,0,0,4,0,72,153,1701469599.586721,1701469215.887224,263727754414.0077,1701469383.316179,118.7832643927738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,780,66,82,70.9090909090909,6.666804406290583,66,0.0003190040588378,11,808448,11.908743922772956,9.428285209064851,44.44628099173553,1.0,121,0,0,0,0,0.0003190040588378,383.6994969844818,1,collection,find files
1701469599.588833,383.7016091346741,37940,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4065659259334669,0.4065659259334669,0.0,0,0,0,0,1,0,0,0,0,4,0,72,154,1701469599.588833,1701469215.887224,265429224013.5966,1701469384.7025423,119.65337043393396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,846,66,82,70.5,6.525590650150631,66,0.0021121501922607,12,808448,11.874342087037917,9.228578799938086,42.583333333333336,1.0,144,0,0,0,0,0.0021121501922607,383.7016091346741,1,collection,find files
1701469613.206689,397.3194649219513,38006,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.3951480203237483,0.3951480203237483,0.0,1,0,0,0,1,0,0,0,1,4,0,72,155,1701469613.206689,1701469215.887224,267130693626.80328,1701469386.1579826,120.64905424286188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1314,66,85,69.15789473684211,6.384711656471894,66,0.1621649265289306,19,808448,11.760773336549098,9.029345816424142,40.76454293628808,1.0,361,0,0,0,0,13.617855787277222,397.3194649219513,1,collection,find files
1701469613.208801,397.3215770721436,38072,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.3976627727200206,0.3976627727200206,0.0,1,0,0,0,1,0,0,0,2,4,0,72,156,1701469613.208801,1701469215.887224,268832163240.0121,1701469387.5950131,121.60707368536931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1380,66,85,69.0,6.260990336999411,66,1701469613.208801,0,808448,11.760773336549098,9.029345816424142,40.76454293628808,1.0,361,0,0,0,0,0.0021121501922607,397.3215770721436,1,collection,find files
1701469613.209824,397.3226001262665,38138,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4001785953013266,0.4001785953013266,0.0,1,0,0,0,1,0,0,0,3,4,0,72,157,1701469613.209824,1701469215.887224,270533632853.22192,1701469389.0139744,122.52917000004952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,66,66,66,66.0,0.0,66,0.0010230541229248,1,808448,11.489125293076055,0.0,0.0,0.0,1,0,0,0,0,0.0010230541229248,397.3226001262665,1,collection,find files
1701469613.211936,397.32471203804016,38204,172.16.63.128,172.16.65.128,47706,8888,6,TCP,64,0.4026933013536834,0.4026933013536834,0.0,1,0,0,0,1,0,0,0,4,4,0,72,158,1701469613.211936,1701469215.887224,272235102466.43387,1701469390.4152117,123.4169957406624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,132,66,66,66.0,0.0,66,0.0021119117736816,2,808448,11.489125293076055,0.0,0.0,0.0,4,0,0,0,0,0.0021119117736816,397.32471203804016,1,collection,find files
1701469613.212545,397.3253209590912,38270,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4052095134822194,0.4052095134822194,0.0,0,0,0,0,1,0,0,0,4,4,0,72,159,1701469613.212545,1701469215.887224,273936572079.6464,1701469391.799046,124.27206956375238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,198,66,66,66.0,0.0,66,0.0006089210510253,3,808448,11.489125293076055,0.0,0.0,0.0,9,0,0,0,0,0.0006089210510253,397.3253209590912,1,collection,find files
1701469613.214657,397.32743310928345,38336,172.16.65.128,172.16.63.128,8888,47706,6,TCP,64,0.4077241753288212,0.4077241753288212,0.0,0,0,0,0,1,0,0,0,4,4,0,72,160,1701469613.214657,1701469215.887224,275638041692.8611,1701469393.1658092,125.09584871222587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,264,66,66,66.0,0.0,66,0.0021121501922607,4,808448,11.489125293076055,0.0,0.0,0.0,16,0,0,0,0,0.0021121501922607,397.32743310928345,1,collection,find files
1701493312.618411,39.59500312805176,7356,172.16.63.128,172.16.65.128,41854,8888,6,TCP,64,0.7829270754126426,0.7829270754126426,0.0,0,0,0,0,1,0,0,0,0,4,0,12,29,1701493312.618411,1701493273.023408,52746291617.43924,1701493277.981911,7.722823487378669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,712,66,95,79.11111111111111,11.04983101373495,66,0.35371994972229,9,808448,12.578641509408806,15.626820881554814,122.0987654320988,1.0,81,0,0,0,0,30.242751121521,39.59500312805176,1,collection,find files
1701493312.620523,39.59711503982544,7422,172.16.63.128,172.16.65.128,41854,8888,6,TCP,64,0.8081396831010411,0.8081396831010411,0.0,0,0,0,0,1,0,0,0,0,4,0,12,30,1701493312.620523,1701493273.023408,54447784930.05976,1701493279.0643675,9.700581051312223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,778,66,95,77.8,11.196428001822724,66,0.0021119117736816,10,808448,12.47397290361014,15.83414033031159,125.36,1.0,100,0,0,0,0,0.0021119117736816,39.59711503982544,1,collection,find files
1701493312.621193,39.59778499603272,7488,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.8333799479770461,0.8333799479770461,0.0,0,0,0,0,1,0,0,0,0,4,0,12,31,1701493312.621193,1701493273.023408,56149278242.68096,1701493280.0812411,11.150727938718946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,844,66,95,76.72727272727273,11.201387163211765,66,0.0006699562072753,11,808448,12.387677161378782,15.841153643605963,125.47107438016528,1.0,121,0,0,0,0,0.0006699562072753,39.59778499603272,1,collection,find files
1701493312.623305,39.599897146224976,7554,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.8585880886117703,0.8585880886117703,0.0,0,0,0,0,1,0,0,0,0,4,0,12,32,1701493312.623305,1701493273.023408,57850771555.30426,1701493281.0383606,12.28463589827201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,910,66,95,75.83333333333333,11.126794486983012,66,0.0021121501922607,12,808448,12.315302134607444,15.73566366922956,123.80555555555554,1.0,144,0,0,0,0,0.0021121501922607,39.599897146224976,1,collection,find files
1701493344.106302,71.08289408683777,7620,172.16.63.128,172.16.65.128,41854,8888,6,TCP,64,0.4923828784635944,0.4923828784635944,0.0,0,0,0,0,1,0,0,0,0,4,0,12,33,1701493344.106302,1701493273.023408,59552264899.41056,1701493282.8403018,16.03116429477528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,714,66,82,71.4,6.800000000000001,66,0.2185931205749511,10,808448,11.949895397031725,9.616652224137049,46.240000000000016,1.0,100,0,0,0,0,31.4829969406128,71.08289408683777,1,collection,find files
1701493344.108414,71.08500599861145,7686,172.16.63.128,172.16.65.128,41854,8888,6,TCP,64,0.50643591421661,0.50643591421661,0.0,0,0,0,0,1,0,0,0,0,4,0,12,34,1701493344.108414,1701493273.023408,61253758243.518974,1701493284.5421937,18.74125563225924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,780,66,82,70.9090909090909,6.666804406290583,66,0.0021119117736816,11,808448,11.908743922772956,9.428285209064851,44.44628099173553,1.0,121,0,0,0,0,0.0021119117736816,71.08500599861145,1,collection,find files
1701493344.108994,71.0855860710144,7752,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.5204993310885423,0.5204993310885423,0.0,0,0,0,0,1,0,0,0,0,4,0,12,35,1701493344.108994,1701493273.023408,62955251587.62797,1701493286.1521072,20.85779013523715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,846,66,82,70.5,6.525590650150631,66,0.0005800724029541,12,808448,11.874342087037917,9.228578799938086,42.583333333333336,1.0,144,0,0,0,0,0.0005800724029541,71.0855860710144,1,collection,find files
1701493344.111106,71.08769798278809,7818,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.5345509993754566,0.5345509993754566,0.0,0,0,0,0,1,0,0,0,0,4,0,12,36,1701493344.111106,1701493273.023408,64656744931.73908,1701493287.677344,22.57595277744677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,912,66,82,70.15384615384616,6.383225057146075,66,0.0021119117736816,13,808448,11.84515480302779,9.027243447495756,40.74556213017751,1.0,169,0,0,0,0,0.0021119117736816,71.08769798278809,1,collection,find files
1701493357.645659,84.62225103378296,7884,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.4608716918252433,0.4608716918252433,0.0,1,0,0,0,1,0,0,0,1,4,0,12,37,1701493357.645659,1701493273.023408,66358238289.384735,1701493289.4714034,24.877977201537323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,502,66,74,71.71428571428571,3.6140316116210047,66,0.0007810592651367,7,808448,11.976166808648392,5.111012519999519,13.061224489795917,1.0,49,0,0,0,0,13.534553050994871,84.62225103378296,1,collection,find files
1701493357.647771,84.62436294555664,7950,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.4726771181218124,0.4726771181218124,0.0,1,0,0,0,1,0,0,0,2,4,0,12,38,1701493357.647771,1701493273.023408,68059731647.03251,1701493291.1758127,26.77193160760375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,716,66,74,71.6,3.666060555964672,66,0.0006539821624755,10,808448,11.966620241321271,5.184592558726289,13.44,1.0,100,0,0,0,0,0.0021119117736816,84.62436294555664,1,collection,find files
1701493357.648705,84.62529706954956,8016,172.16.63.128,172.16.65.128,41854,8888,6,TCP,64,0.4844886980580289,0.4844886980580289,0.0,1,0,0,0,1,0,0,0,3,4,0,12,39,1701493357.648705,1701493273.023408,69761225004.68121,1701493292.7971027,28.36191471386145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,782,66,74,71.0909090909091,3.8483655433666777,66,0.0009341239929199,11,808448,11.924001768777888,5.442410744398461,14.809917355371905,1.0,121,0,0,0,0,0.0009341239929199,84.62529706954956,1,collection,find files
1701493357.650817,84.62740898132324,8082,172.16.63.128,172.16.65.128,41854,8888,6,TCP,64,0.4962931100640118,0.4962931100640118,0.0,1,0,0,0,1,0,0,0,4,4,0,12,40,1701493357.650817,1701493273.023408,71462718362.33203,1701493294.3412387,29.71539113039093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1066,66,78,71.06666666666666,4.249967320135794,66,0.0005788803100585,15,808448,11.921968517544968,6.010361423778477,18.06222222222222,1.0,225,0,0,0,0,0.0021119117736816,84.62740898132324,1,collection,find files
1701493357.65138,84.62797212600708,8148,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.5081062315421551,0.5081062315421551,0.0,0,0,0,0,1,0,0,0,4,4,0,12,41,1701493357.65138,1701493273.023408,73164211719.98341,1701493295.813568,30.879039470847225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1132,66,78,70.75,4.293891009329417,66,0.0005631446838378,16,808448,11.895377253370318,6.072478900745559,18.4375,1.0,256,0,0,0,0,0.0005631446838378,84.62797212600708,1,collection,find files
1701493357.653492,84.63008403778076,8214,172.16.65.128,172.16.63.128,8888,41854,6,TCP,64,0.519909681058067,0.519909681058067,0.0,0,0,0,0,1,0,0,0,4,4,0,12,42,1701493357.653492,1701493273.023408,74865705077.6369,1701493297.2190206,31.887020558986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1330,66,78,70.0,4.304220694791763,66,0.0014979839324951,19,808448,11.832159566199232,6.087087282021457,18.526315789473685,1.0,361,0,0,0,0,0.0021119117736816,84.63008403778076,1,collection,find files
1701473130.094068,78.38071513175964,7296,172.16.63.128,172.16.65.128,38192,8888,6,TCP,64,0.4210219305160242,0.4210219305160242,0.0,0,0,0,0,1,0,0,0,0,4,0,12,31,1701473130.094068,1701473051.713353,56148611392.7962,1701473072.508976,24.01779354637617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1368,66,85,72.0,7.377062601847632,66,0.3475100994110107,19,808448,12.0,10.432741982008272,54.42105263157895,1.0,361,0,0,0,0,30.21946406364441,78.38071513175964,1,collection,find files
1701473130.09618,78.38282704353333,7362,172.16.63.128,172.16.65.128,38192,8888,6,TCP,64,0.433768483256117,0.433768483256117,0.0,0,0,0,0,1,0,0,0,0,4,0,12,32,1701473130.09618,1701473051.713353,57850084522.89238,1701473074.202717,25.584314852471923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1434,66,85,71.7,7.3082145562373855,66,1701473130.09618,0,808448,12.0,10.432741982008272,54.42105263157895,1.0,361,0,0,0,0,0.0021119117736816,78.38282704353333,1,collection,find files
1701473130.096846,78.38349318504333,7428,172.16.65.128,172.16.63.128,8888,38192,6,TCP,64,0.4465225850214913,0.4465225850214913,0.0,0,0,0,0,1,0,0,0,0,4,0,12,33,1701473130.096846,1701473051.713353,59551557652.98923,1701473075.7996922,26.880601482745742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,66,66,66,66.0,0.0,66,0.0006661415100097,1,808448,11.489125293076055,0.0,0.0,0.0,1,0,0,0,0,0.0006661415100097,78.38349318504333,1,collection,find files
